"","longitude","latitude"
"1",33.1258283,-5.11815407
"2",34.77071669,-9.39564152
"3",36.11505595,-6.27926803
"4",37.14743219,-3.18755455
"5",36.16489341,-6.09928949
"6",39.28612441,-6.97240273
"7",33.2298797,-3.85298271
"8",36.31361889,-6.71925716
"9",35.93944483,-6.0143582
"10",31.69337116,-2.53070326
"11",38.66363897,-5.80574551
"12",36.75623102,-3.37377239
"13",33.3356054641705,-2.58442038652074
"14",35.33371331,-10.46963842
"15",36.6242931,-3.27627358
"16",36.52429909,-6.18081796
"17",39.73442461,-10.56919171
"18",29.9017787,-4.54070514
"19",36.24520535,-6.01976068
"20",39.08618257,-6.98584173
"21",36.90446349,-7.04115037
"22",38.79817881,-5.11774781
"23",35.16628855,-11.12649089
"24",35.14248718,-10.68130664
"25",33.67866896,-9.39280717
"26",36.26156712,-2.91372787
"27",37.23636547,-11.0093196
"28",32.20261888,-3.56536721
"29",32.68545707,-3.88066172
"30",38.62281664,-10.84995836
"31",38.81067002,-10.57478308
"32",35.62256149,-3.49258308
"33",37.19319005,-6.00737818
"34",37.57907883,-7.08295779
"35",39.22806629,-6.90360466
"36",37.70564203,-4.1134011
"37",32.98484421,-2.06895007
"38",38.17890131,-5.45940089
"39",29.69171656,-4.84022317
"40",36.1516465,-6.13749281
"41",34.29470243,-9.45515657
"42",37.42766707,-3.29140973
"43",33.0938086086921,-2.62251640292601
"44",38.46468013,-4.8630613
"45",34.92179309,-10.53073581
"46",34.60465222,-1.8288033
"47",37.2029845,-3.22870286
"48",33.50747984,-3.14732354
"49",32.90903447,-4.14873073
"50",33.23293362,-8.95038442
"51",30.68034474,-2.55498937
"52",36.98966153,-3.30475307
"53",36.92413731,-3.35765548
"54",38.98673862,-10.32394824
"55",39.27075073,-10.59863978
"56",35.72038601,-10.79688192
"57",32.9158193,-9.21689238
"58",39.76871074,-10.74511789
"59",33.17599556,-3.91776252
"60",34.5688417,-8.91716508
"61",34.42211126,-2.00498515
"62",39.07968216,-7.01283529
"63",37.69294503,-11.17178117
"64",32.5764234,-4.15766333
"65",36.64542638,-3.30626376
"66",33.29236993,-4.1546439
"67",32.86307623,-3.94064223
"68",38.09689218,-11.12009985
"69",34.0994224,-2.88591624
"70",37.3182742,-3.31307844
"71",30.97765072,-3.29204969
"72",35.63182868,-10.26251276
"73",35.86888413,-6.42051509
"74",32.2508785,-5.00600086
"75",33.12408444,-2.51594104
"76",38.90589269,-6.83757347
"77",34.22055083,-1.22615201
"78",30.38643948,-5.57267411
"79",35.13808557,-7.82937269
"80",35.80579423,-8.25195352
"81",37.56971427,-6.23019036
"82",36.70350176,-8.09048559
"83",38.54936539,-5.06253517
"84",34.81968824,-11.31223017
"85",33.70164701,-4.77534553
"86",32.38940914,-3.32611565
"87",38.34276796,-6.60873088
"88",33.9642658,-3.12266146
"89",38.17085213,-6.83867874
"90",38.97191512,-5.45493738
"91",39.3721601,-10.64473181
"92",33.17283392,-4.05622587
"93",34.14097761,-9.31375993
"94",33.85951375,-8.68364185
"95",31.52366437,-1.73718593
"96",37.9863594,-4.26522761
"97",34.67625091,-1.86842589
"98",34.29461109,-1.68476703
"99",32.75277846,-5.6259369
"100",33.14929228,-4.09892054
"101",38.36233393,-4.8689082
"102",34.54044352,-9.3179014
"103",37.89695927,-4.24482577
"104",30.21324257,-4.49770051
"105",34.63419241,-9.05902235
"106",37.05876388,-3.50113971
"107",36.59341414,-6.05093615
"108",33.0938086086921,-2.62251640292601
"109",33.6462395,-8.98618262
"110",33.59950486,-9.20293416
"111",37.46742136,-3.39230502
"112",34.92201036,-9.15652552
"113",37.67651987,-3.32219182
"114",35.38750678,-10.70761051
"115",35.23659388,-8.5250375
"116",34.33027403,-4.09095092
"117",39.12479531,-9.90253564
"118",32.86745043,-9.21134985
"119",38.98985601,-7.9511104
"120",33.80972891,-3.83130838
"121",38.35306994,-4.8992326
"122",35.0026992,-10.94757651
"123",33.85064433,-3.11078966
"124",37.04411854,-2.76414103
"125",36.91908077,-7.76865145
"126",30.50597163,-7.10985888
"127",31.94255806,-8.63830023
"128",36.83729312,-3.31651697
"129",33.65163028,-2.75235924
"130",33.04836315,-9.39130171
"131",36.92503573,-3.38665312
"132",35.89967039,-6.28535289
"133",36.58826697,-3.27289438
"134",33.53163485,-4.07380667
"135",36.69589628,-3.35837977
"136",36.89916569,-7.79663177
"137",37.62331263,-3.07994002
"138",30.6324216,-2.60595262
"139",38.59876341,-5.29611039
"140",36.68035133,-5.31985514
"141",37.30344453,-3.21845474
"142",35.51757167,-4.44099866
"143",35.04369765,-4.64325412
"144",34.58616576,-9.20924273
"145",33.52621646,-9.34506344
"146",37.88020724,-4.45689348
"147",35.76281332,-6.30346824
"148",33.33498863,-2.93597665
"149",37.23863918,-5.53421717
"150",34.20955298,-4.76483583
"151",31.55071761,-1.71219043
"152",34.1917905818966,-2.96481706867816
"153",35.26125768,-10.52256656
"154",35.77314566,-8.10053267
"155",31.23801358,-6.31851416
"156",34.68915044,-5.0255907
"157",34.3463905,-9.27955999
"158",35.67201021,-3.35843082
"159",32.04837352,-8.56965973
"160",39.77753696,-10.47294256
"161",32.95505871,-9.07181052
"162",38.32764168,-4.4571145
"163",36.81718001,-3.48143713
"164",30.78780319,-2.39412503
"165",35.58061842,-4.81430027
"166",33.04743264,-9.03264406
"167",34.71103414,-8.33203432
"168",38.87525255,-9.93463257
"169",35.85015357,-8.66561686
"170",34.09655595,-3.72538852
"171",39.37370696,-6.87047415
"172",34.71100635,-4.50827536
"173",31.64200381,-1.84179061
"174",33.61810661,-2.72810093
"175",39.6603147,-7.91105568
"176",33.92085324,-3.6877905
"177",34.69278346,-1.66958309
"178",33.06216277,-8.57163038
"179",38.86518922,-6.76125984
"180",39.58360577,-9.91088994
"181",35.13741947,-4.75135131
"182",32.40537688,-3.32549134
"183",34.4166879,-8.62458621
"184",37.64635434,-3.78857768
"185",37.07447472,-3.30883448
"186",31.24706744,-7.85488562
"187",31.87022533,-3.350092
"188",36.27823848,-11.21017206
"189",32.38493811,-4.11890856
"190",35.87145674,-4.13817637
"191",32.51777378,-9.15381454
"192",34.28595837,-1.69666593
"193",37.32845202,-6.72594126
"194",33.86818092,-4.28691481
"195",36.14204619,-8.92565787
"196",29.80846858,-4.53637188
"197",36.98412828,-3.21891456
"198",37.1405528,-6.77922884
"199",36.44246312,-7.02486513
"200",32.92510053,-2.63806157
"201",32.9224509,-9.35249334
"202",38.99883309,-6.48611425
"203",35.28308756,-3.33493375
"204",39.56907424,-10.90211187
"205",33.30037338,-2.82590526
"206",31.78760087,-1.4059427
"207",33.9009287,-9.47593486
"208",32.40903002,-3.40202144
"209",35.8730991,-4.14239845
"210",33.0938086086921,-2.62251640292601
"211",30.55998701,-7.04626131
"212",39.86039144,-7.72593691
"213",38.22771906,-4.5420819
"214",33.87132651,-9.5872115
"215",36.89787925,-3.4007014
"216",36.87856193,-3.19762358
"217",39.25600897,-10.64352194
"218",31.54267082,-1.84572552
"219",33.3356054641705,-2.58442038652074
"220",37.57457472,-7.44067177
"221",34.61088093,-9.02085236
"222",35.34547268,-9.83392639
"223",32.10780988,-2.45240135
"224",33.33543524,-8.94736472
"225",33.46778517,-3.09641799
"226",37.66128995,-3.13031906
"227",35.73033682,-10.82730709
"228",36.79821162,-7.1886126
"229",34.96044805,-5.85076371
"230",35.83210616,-7.46539243
"231",35.10408631,-9.54348294
"232",34.48471345,-9.71273679
"233",33.06929099,-2.09631226
"234",38.8988076,-10.49086971
"235",32.98389791,-4.11248241
"236",36.38922446,-6.62664186
"237",33.00293097,-2.03847355
"238",30.87873042,-2.89767053
"239",31.73656325,-1.44076374
"240",33.04802365,-2.09790084
"241",36.48347446,-3.3969473
"242",32.78119494,-5.06362402
"243",33.3356054641705,-2.58442038652074
"244",36.46421589,-11.56161898
"245",29.87612813,-4.60291137
"246",29.7641034,-4.46750576
"247",29.81715316,-4.88262841
"248",36.98376242,-5.99780208
"249",34.69850906,-5.75746728
"250",34.64395699,-1.39031191
"251",36.8547702,-7.97360145
"252",38.9783974,-5.42295094
"253",39.73376164,-10.6589599
"254",36.46378568,-11.56857679
"255",33.1386876,-9.27961161
"256",35.69039486,-7.87837362
"257",36.97960608,-3.34620056
"258",29.9778195,-4.37303217
"259",34.78488687,-5.19972305
"260",34.03231184,-3.19101285
"261",34.59818416,-9.01593583
"262",37.50710382,-3.36113393
"263",38.70188638,-10.24724865
"264",37.42391776,-3.30942392
"265",35.89791195,-8.10104334
"266",34.72721122,-4.5679844
"267",37.01330614,-3.22160735
"268",38.56622532,-8.29782645
"269",32.74534121,-4.19801179
"270",30.02699221,-4.93610655
"271",38.64492714,-4.79337163
"272",30.74420424,-3.41628988
"273",34.51685906,-9.15801576
"274",35.4394573,-8.10933339
"275",31.99709108,-6.65728341
"276",37.07260791,-3.18867979
"277",36.85094835,-3.4934532
"278",37.84627718,-4.14732867
"279",37.07202702,-3.06432997
"280",31.71777919,-8.36710544
"281",36.48532186,-3.40832013
"282",37.14280237,-6.78653564
"283",39.43009805,-10.25713228
"284",34.17420822,-3.08541224
"285",31.33814491,-2.6786569
"286",36.52772505,-3.39200562
"287",38.76554001,-5.27828608
"288",33.11437854,-3.33245558
"289",37.60505491,-3.03305849
"290",34.86480804,-4.96592055
"291",32.913179,-9.35531025
"292",39.06835156,-4.73600778
"293",35.44786007,-10.63311277
"294",38.3037724,-6.12350014
"295",36.10665931,-5.47272802
"296",37.6197076,-3.24416944
"297",37.59524112,-3.74789663
"298",33.81756073,-9.55838417
"299",38.65511528,-10.66562905
"300",35.32659188,-4.14811894
"301",36.00205855,-9.08814375
"302",34.28031129,-3.47541327
"303",38.45578754,-4.9104341
"304",39.01869682,-7.34673319
"305",30.03698193,-4.51335194
"306",36.4749672,-8.4239917
"307",35.9819986,-7.9166857
"308",35.59308797,-10.62446636
"309",33.90100433,-9.43634373
"310",33.90260686,-1.80268083
"311",38.74249524,-5.1050287
"312",35.97209363,-6.09835782
"313",30.57407985,-6.97654279
"314",35.83501458,-6.12579246
"315",35.93496405,-8.26013087
"316",33.40248888,-4.23850582
"317",33.98230177,-3.44613118
"318",34.75898138,-9.12646808
"319",35.99887343,-4.7090484
"320",38.96719978,-9.99098527
"321",37.61871777,-6.13761324
"322",34.1917905818966,-2.96481706867816
"323",30.75135663,-2.97225276
"324",37.17974182,-6.32609667
"325",35.98917543,-5.88782909
"326",33.28347086,-3.12003594
"327",34.49162293,-9.81696492
"328",36.0104705,-9.0861632
"329",31.17294502,-1.43665962
"330",35.06678303,-7.9275607
"331",36.96133777,-3.25755535
"332",35.80437135,-10.70961904
"333",33.74124806,-4.81454009
"334",34.92102061,-8.9517297
"335",35.42602046,-4.22744596
"336",31.46937508,-1.55184324
"337",34.36877351,-8.76799593
"338",36.96797076,-3.34146691
"339",31.65915517,-3.39230794
"340",32.26732951,-5.06496262
"341",34.90179053,-4.54190471
"342",29.67189412,-4.77623567
"343",35.3823697,-7.95123183
"344",33.60545666,-3.61391562
"345",35.81217695,-7.46781988
"346",38.80367502,-10.65632118
"347",38.23856758,-6.179919
"348",31.20675346,-1.4256552
"349",34.15452797,-8.8407164
"350",34.81590623,-9.6565512
"351",39.53747787,-10.18937466
"352",34.65636076,-9.31442202
"353",33.9349361,-9.49699775
"354",37.91037845,-4.41338396
"355",36.66308367,-6.36457452
"356",33.70031153,-1.88292683
"357",32.52409552,-4.83818941
"358",34.76130185,-1.78865122
"359",35.49970553,-3.38772238
"360",34.66876556,-9.05859172
"361",36.21871989,-10.26703663
"362",33.51813022,-3.45445766
"363",32.78827657,-8.98658291
"364",38.29175934,-4.6618184
"365",29.93044361,-4.81048381
"366",34.1917905818966,-2.96481706867816
"367",36.41962777,-8.14049654
"368",34.0511389,-1.90637028
"369",33.95275746,-3.44367566
"370",38.93661698,-5.50472191
"371",37.01261675,-3.22892918
"372",36.67920954,-8.31855567
"373",35.01212766,-5.0165718
"374",35.51007372,-5.724555
"375",39.88200298,-10.74714607
"376",34.79945173,-4.34960367
"377",39.19915573,-6.9053659
"378",35.79167156,-8.80184245
"379",33.22543464,-3.00065582
"380",35.17519156,-9.25684489
"381",35.03734057,-9.43259616
"382",29.74216845,-4.64650366
"383",34.63066945,-9.35828541
"384",34.81590514,-4.91581663
"385",30.60492954,-2.4944293
"386",32.96776983,-2.0333375
"387",33.62688657,-3.1101119
"388",37.94220989,-4.46673674
"389",37.53207357,-3.53417372
"390",31.56099649,-3.41376647
"391",31.71744508,-2.41621445
"392",33.28615747,-3.82201197
"393",32.41832854,-3.27994956
"394",34.64948645,-4.86938523
"395",36.94768656,-3.16364941
"396",38.00416215,-4.24327942
"397",34.60597465,-1.35176449
"398",37.91123656,-9.93509738
"399",30.25021473,-4.52052336
"400",33.90353632,-1.78254919
"401",31.58429609,-1.49500666
"402",36.95764242,-11.31013756
"403",35.99544613,-4.64882249
"404",37.59713752,-3.70651554
"405",33.0938086086921,-2.62251640292601
"406",33.7313474,-3.28463291
"407",38.69169841,-6.68682154
"408",30.15239708,-4.47619345
"409",33.4295494,-2.14664032
"410",29.65853303,-4.74916691
"411",30.65142047,-3.80634864
"412",33.98390115,-4.11794972
"413",32.08692787,-8.48729686
"414",33.59609131,-9.04443707
"415",31.57172488,-2.85771158
"416",34.48948635,-5.70545429
"417",38.45301065,-11.15143356
"418",32.63270224,-3.86558957
"419",34.36866397,-8.74049924
"420",36.66106992,-8.14134724
"421",36.88801939,-3.36317425
"422",34.90908776,-8.71077729
"423",34.92256711,-9.01372184
"424",39.57383082,-10.70445588
"425",32.36704778,-8.40020683
"426",33.84615632,-3.68007224
"427",39.82821031,-10.30772083
"428",31.53156831,-3.38732173
"429",35.48673749,-10.62448328
"430",30.21765849,-4.62667727
"431",31.11402997,-1.71856122
"432",34.7313806,-8.91263113
"433",31.99965558,-3.67113576
"434",36.60922096,-3.27592206
"435",31.3947193,-7.46959923
"436",37.61454128,-6.13529733
"437",37.47180906,-3.34819402
"438",38.99083308,-6.79043185
"439",31.11382547,-7.36556388
"440",36.83172064,-8.93663442
"441",34.11486706,-3.40229097
"442",31.15423673,-1.37488613
"443",34.87073869,-4.66438067
"444",35.418586,-7.67166862
"445",34.89012652,-8.951088
"446",36.78052534,-3.37091619
"447",33.85869376,-9.61244032
"448",37.62702982,-6.13201609
"449",37.39897995,-6.93197592
"450",32.24088846,-2.53310165
"451",35.38749054,-7.97916914
"452",36.13198498,-8.32127772
"453",39.09453548,-6.98300812
"454",31.75903451,-2.45890014
"455",36.68414207,-3.34742132
"456",35.86317599,-10.55678485
"457",39.95981636,-10.16058464
"458",33.0046682607325,-2.01853296363057
"459",29.81423027,-4.42190957
"460",34.41442415,-8.61315799
"461",38.76470139,-10.26821043
"462",31.66827722,-1.83050214
"463",33.51242378,-4.70100928
"464",35.01928759,-8.70786844
"465",33.64427156,-8.75459747
"466",35.42996715,-5.91151912
"467",35.51017232,-6.28515585
"468",36.78772934,-3.44342994
"469",35.87820667,-4.87949239
"470",33.3141785,-3.79530192
"471",38.81904106,-10.49020382
"472",37.68631354,-4.06296472
"473",34.52636782,-9.76246033
"474",33.27506063,-2.74155118
"475",38.94686712,-10.69017617
"476",34.40045733,-1.79738177
"477",34.89879097,-11.06953961
"478",32.85498314,-8.96454362
"479",34.1917905818966,-2.96481706867816
"480",37.49792016,-3.38762559
"481",37.04752476,-7.55939113
"482",36.1897389,-8.93753711
"483",34.98503925,-6.00426075
"484",38.74718204,-7.88289399
"485",37.47811177,-3.8203889
"486",34.1917905818966,-2.96481706867816
"487",33.85490536,-9.52074175
"488",37.12682603,-3.20571139
"489",33.0938086086921,-2.62251640292601
"490",30.78491468,-3.52425446
"491",35.58312877,-7.91363607
"492",39.09630911,-6.95826668
"493",39.36271192,-10.29604544
"494",30.59075007,-3.83064435
"495",37.67742559,-7.36337813
"496",32.07729689,-3.30837184
"497",34.84447206,-8.21653033
"498",34.54108544,-9.25007406
"499",31.39198364,-1.20771762
"500",35.61859068,-6.02437055
"501",33.15131397,-8.63295745
"502",33.20133793,-9.09636369
"503",32.66907247,-2.46030799
"504",34.65714355,-4.52871265
"505",33.14074608,-9.46838433
"506",29.88472427,-4.95866214
"507",39.6318765,-10.756843
"508",31.8324675,-1.09424001
"509",34.50372047,-9.30100109
"510",33.2813222,-9.09158304
"511",29.73348861,-4.8065201
"512",38.99988051,-6.47906322
"513",37.10208985,-3.20160218
"514",37.26924318,-3.20920061
"515",37.44691837,-3.49596225
"516",33.828599,-9.24396508
"517",34.1917905818966,-2.96481706867816
"518",32.76695015,-4.85531618
"519",30.75991081,-2.47453315
"520",37.5627223,-5.43085359
"521",39.04504728,-8.55337984
"522",39.11642428,-10.91104484
"523",34.97084936,-4.84223317
"524",35.15509555,-8.25448781
"525",38.93186387,-5.41554076
"526",30.48914939,-3.76528944
"527",38.694912,-10.62218565
"528",30.71306304,-1.33574235
"529",30.60951596,-3.95219425
"530",35.71844298,-6.26491967
"531",33.03587642,-2.08874983
"532",32.19302366,-2.4703937
"533",38.39667583,-10.91256288
"534",35.81867991,-8.93152541
"535",39.14199924,-9.66575476
"536",36.69333664,-8.14472121
"537",32.45992532,-2.41024289
"538",38.56184085,-11.13459566
"539",31.22226346,-3.03724518
"540",37.59914586,-3.23815282
"541",39.27887605,-7.01817353
"542",39.16253395,-6.63899236
"543",34.72888329,-4.56770367
"544",38.69155155,-6.68221341
"545",34.29992657,-1.82163639
"546",35.45760102,-4.01487748
"547",39.12487921,-5.00361545
"548",35.52912084,-3.82116652
"549",35.34619885,-4.00517704
"550",36.70995473,-3.33179011
"551",34.47818203,-9.17425105
"552",34.1917905818966,-2.96481706867816
"553",37.41687164,-3.2940475
"554",32.96273353,-2.08047212
"555",33.53829695,-9.16921859
"556",37.36185149,-11.38449679
"557",37.12009538,-3.24387522
"558",37.08311522,-3.18073152
"559",32.73331789,-5.76236558
"560",34.93839547,-8.69664342
"561",34.68626971,-5.11183803
"562",33.45664079,-2.15025509
"563",37.88676572,-4.19731249
"564",34.8939553,-4.88551939
"565",34.13358324,-8.81168567
"566",34.96318706,-4.67799394
"567",34.75470492,-1.41334301
"568",33.52062897,-2.94491304
"569",34.2431885,-9.37416609
"570",32.41494606,-3.52347903
"571",39.18621429,-6.90226808
"572",34.84717768,-6.11004638
"573",30.39276641,-4.62056417
"574",33.83849541,-9.30200323
"575",33.66433743,-8.92629253
"576",39.20649587,-7.30942542
"577",34.02745673,-8.85681341
"578",34.90484182,-4.5361669
"579",35.90545619,-8.10448439
"580",32.08379067,-8.48339295
"581",34.37721581,-8.75881422
"582",30.91006248,-1.48225659
"583",34.74773722,-5.1143096
"584",38.14320966,-6.77698908
"585",33.85102888,-8.82458205
"586",37.12309312,-6.74872157
"587",33.27219516,-3.8496022
"588",36.86827906,-6.13769179
"589",33.80804386,-9.13630715
"590",34.76812809,-8.89414096
"591",29.73773638,-4.88307289
"592",34.66968063,-1.80014258
"593",34.52037009,-1.46625639
"594",39.52539559,-6.98505565
"595",38.23478858,-6.93312943
"596",33.49608439,-3.62601511
"597",36.70797002,-3.38434205
"598",37.13216729,-6.68544809
"599",31.13880835,-1.73748741
"600",33.0938086086921,-2.62251640292601
"601",36.12741439,-6.20197306
"602",39.43778426,-10.0378071
"603",37.19935329,-5.58048387
"604",36.65124906,-3.34432933
"605",33.58663246,-3.16226081
"606",33.03292433,-3.03951101
"607",36.68717505,-8.12593627
"608",35.68689252,-3.31831108
"609",35.43081757,-6.14054612
"610",35.86190072,-10.55176441
"611",37.51924178,-5.39173367
"612",39.30769149,-10.76753176
"613",34.05350023,-3.17989478
"614",33.87417976,-9.60222656
"615",31.59294564,-2.91609395
"616",38.35851867,-4.7931384
"617",35.28374093,-9.8284695
"618",34.40901537,-3.64067542
"619",36.27842383,-11.20941009
"620",30.03488146,-4.44978229
"621",30.8098255,-1.29175429
"622",38.96954845,-10.82090559
"623",37.71152691,-3.78207154
"624",34.11905983,-3.79368952
"625",36.99363927,-3.186275
"626",33.5897395,-8.93001273
"627",35.30941452,-3.52889242
"628",32.32598197,-2.35173908
"629",37.22913901,-3.41917543
"630",30.13953334,-4.32702089
"631",35.29822004,-9.76057188
"632",33.27774702,-2.8405727
"633",34.99026311,-4.58719152
"634",37.27906154,-5.93626105
"635",34.42304359,-1.78049956
"636",31.52413727,-8.2964278
"637",37.33353037,-11.46053113
"638",35.26680089,-9.83257366
"639",31.14266581,-3.10519572
"640",30.74440417,-3.41629713
"641",30.2867744,-4.57385916
"642",31.16287249,-1.78380653
"643",32.99158132,-2.68211585
"644",33.8324387,-9.32229311
"645",36.74279786,-3.32176293
"646",33.499766,-3.62640345
"647",37.61516508,-6.13876222
"648",32.96090743,-2.7213306
"649",30.83885412,-1.45933937
"650",36.68963345,-3.576071
"651",35.17164437,-11.12395577
"652",30.79799516,-2.46667876
"653",33.54392138,-9.16575279
"654",33.99401952,-8.9874608
"655",31.89936153,-3.46135153
"656",36.46210229,-6.33561987
"657",39.01017777,-7.61633004
"658",29.78721281,-4.82355118
"659",30.01874916,-4.31533981
"660",35.21025807,-6.35942083
"661",32.22556723,-3.51809751
"662",39.99936239,-10.25106479
"663",30.518714,-5.59285822
"664",36.64525114,-3.25235081
"665",38.98275451,-5.00351369
"666",36.90481061,-3.4214163
"667",32.90931038,-2.70315107
"668",34.46439322,-1.36995202
"669",31.55767379,-1.53293455
"670",34.63606003,-1.87985809
"671",30.71750549,-7.46113464
"672",34.88329123,-8.93761295
"673",38.77777814,-7.37280191
"674",37.11071976,-3.17471267
"675",38.94796904,-9.98744298
"676",34.03268307,-3.32023386
"677",38.65785185,-6.8062863
"678",35.3111055,-5.96410241
"679",36.42575667,-8.6575598
"680",39.86208295,-10.83631008
"681",38.84578536,-10.20302207
"682",34.1917905818966,-2.96481706867816
"683",37.38806196,-3.3112025
"684",33.83166881,-9.53726301
"685",37.08636183,-3.17926339
"686",34.57722619,-4.67047998
"687",36.82613946,-3.30584125
"688",40.08133134,-10.36721301
"689",38.9879474,-10.27859762
"690",34.77254925,-5.03000414
"691",34.35910516,-4.62967988
"692",34.1917905818966,-2.96481706867816
"693",35.84143898,-5.47317389
"694",32.70633258,-8.80276223
"695",38.93081829,-10.06601521
"696",36.64870859,-3.34722743
"697",33.30396706,-3.02299435
"698",34.06134484,-1.59439091
"699",34.84258435,-5.73995098
"700",36.75685187,-3.38342877
"701",35.68628505,-10.48503193
"702",31.75118004,-1.4582524
"703",35.32524751,-10.41286716
"704",30.2960614,-4.66764483
"705",34.75095113,-9.5942941
"706",39.06056206,-5.29166965
"707",32.12871193,-3.84593226
"708",33.07961288,-9.01765739
"709",32.25132007,-4.5895083
"710",35.54054678,-4.19252689
"711",33.69743537,-9.51189462
"712",33.06228014,-9.31452885
"713",33.7838797,-4.29186837
"714",32.46546616,-4.04426732
"715",32.45394363,-3.74514288
"716",29.64647815,-4.80804202
"717",38.69445094,-6.68259973
"718",36.88182624,-3.15054341
"719",32.04071672,-8.84924282
"720",35.41897835,-7.67113348
"721",35.94620508,-4.68579828
"722",38.83922178,-4.77505163
"723",35.27336825,-3.20382267
"724",39.76790839,-10.37243798
"725",36.36137887,-2.80001601
"726",38.98418861,-10.00466021
"727",29.74520654,-4.73106678
"728",34.5646112,-9.20038349
"729",32.92025629,-5.04851551
"730",35.51036731,-6.28503664
"731",32.63573526,-5.09714031
"732",38.3643156,-4.7473931
"733",36.95708575,-11.31196436
"734",30.96403337,-5.05217514
"735",31.1714637,-6.33743009
"736",29.97850231,-4.47914821
"737",37.18005277,-3.25158288
"738",34.75263639,-9.59033417
"739",38.31073299,-4.96946167
